Date,Open,High,Low,Close,Adj Close,Volume
9/16/2018,0.1828,0.1846,0.1717,0.1814,0.1814,5842469
9/17/2018,0.1814,0.1946,0.1814,0.1933,0.1933,11939758
9/18/2018,0.1933,0.1945,0.1831,0.1848,0.1848,7580781
9/19/2018,0.1848,0.1886,0.1808,0.1817,0.1817,5124528
9/20/2018,0.1817,0.1831,0.1703,0.171,0.171,7328786
9/21/2018,0.171,0.177,0.1675,0.1728,0.1728,4650917
9/22/2018,0.1728,0.1803,0.1701,0.1791,0.1791,6619856
9/23/2018,0.1791,0.1799,0.1733,0.1757,0.1757,2703736
9/24/2018,0.1757,0.1869,0.1748,0.1846,0.1846,6120293
9/25/2018,0.1846,0.194,0.1809,0.1892,0.1892,9505462
9/26/2018,0.1892,0.2146,0.1874,0.2099,0.2099,20430598
9/27/2018,0.2099,0.2102,0.1968,0.2023,0.2023,13665339
9/28/2018,0.2023,0.2025,0.188,0.1967,0.1967,10597662
9/29/2018,0.1967,0.2051,0.1955,0.1999,0.1999,9927019
9/30/2018,0.1999,0.2085,0.1965,0.2083,0.2083,4883081
10/1/2018,0.2083,0.2092,0.2001,0.2031,0.2031,7328241
10/2/2018,0.2031,0.2062,0.198,0.2033,0.2033,5839906
10/3/2018,0.2033,0.217,0.2012,0.2135,0.2135,14142819
10/4/2018,0.2135,0.2442,0.2134,0.238,0.238,36202349
10/5/2018,0.238,0.2444,0.2332,0.2334,0.2334,22431251
10/6/2018,0.2334,0.2411,0.2324,0.2397,0.2397,9872421
10/7/2018,0.2397,0.2811,0.2385,0.2799,0.2799,38550634
10/8/2018,0.2799,0.2802,0.234,0.2501,0.2501,50199290
10/9/2018,0.2501,0.2666,0.2406,0.2582,0.2582,25680589
10/10/2018,0.2582,0.2656,0.2553,0.2632,0.2632,14969602
10/11/2018,0.2632,0.2652,0.2461,0.2464,0.2464,27832182
10/12/2018,0.2464,0.2651,0.233,0.2602,0.2602,40101635
10/13/2018,0.2602,0.2685,0.2542,0.2556,0.2556,30854310
10/14/2018,0.2556,0.2691,0.2482,0.2652,0.2652,20965294
10/15/2018,0.2652,0.2977,0.2523,0.2579,0.2579,70795786
10/16/2018,0.2579,0.2654,0.214,0.2295,0.2295,49254939
10/17/2018,0.2295,0.2344,0.2016,0.217,0.217,34877987
10/18/2018,0.217,0.232,0.2064,0.2139,0.2139,28646038
10/19/2018,0.2141,0.2234,0.2056,0.2082,0.2082,19864451
10/20/2018,0.2081,0.2107,0.1971,0.2097,0.2097,14731305
10/21/2018,0.2097,0.2114,0.1954,0.2014,0.2014,13202451
10/22/2018,0.2015,0.202,0.1845,0.1917,0.1917,13886013
10/23/2018,0.1917,0.2169,0.183,0.2038,0.2038,29407955
10/24/2018,0.2038,0.2047,0.1961,0.2023,0.2023,12952868
10/25/2018,0.2023,0.2046,0.1999,0.2019,0.2019,5034908
10/26/2018,0.2019,0.2027,0.198,0.2001,0.2001,3356076
10/27/2018,0.2001,0.2008,0.1974,0.1982,0.1982,2660885
10/28/2018,0.1981,0.2053,0.1966,0.2015,0.2015,5441321
10/30/2018,0.2015,0.2044,0.2001,0.2024,0.2024,4373000
10/31/2018,0.2024,0.2034,0.1975,0.1975,0.1975,5437568
11/1/2018,0.1975,0.2006,0.1896,0.1903,0.1903,9269250
11/2/2018,0.191,0.2065,0.1755,0.2003,0.2003,19532362
11/3/2018,0.2003,0.2263,0.1961,0.2059,0.2059,30726742
11/4/2018,0.2059,0.2061,0.2001,0.2015,0.2015,6104463
11/5/2018,0.2014,0.2033,0.1984,0.1997,0.1997,5405398
11/6/2018,0.1997,0.2067,0.1981,0.2013,0.2013,8747823
11/7/2018,0.2013,0.2065,0.1993,0.2055,0.2055,8001067
11/8/2018,0.2055,0.2235,0.2031,0.2167,0.2167,21290259
11/9/2018,0.2167,0.2218,0.2126,0.2154,0.2154,17384153
11/10/2018,0.2154,0.2185,0.1988,0.2033,0.2033,19761606
11/11/2018,0.2033,0.2147,0.2016,0.2092,0.2092,15862481
11/12/2018,0.2092,0.2094,0.1861,0.1915,0.1915,41553234
11/13/2018,0.1915,0.2001,0.1906,0.2001,0.2001,16156188
11/14/2018,0.2001,0.2103,0.1995,0.205,0.205,12145669
11/15/2018,0.205,0.2101,0.2037,0.2083,0.2083,12422123
11/16/2018,0.2083,0.2809,0.2058,0.2269,0.2269,93968360
11/17/2018,0.227,0.2376,0.2174,0.2239,0.2239,31261061
11/18/2018,0.2239,0.2293,0.2191,0.2275,0.2275,15637626
11/19/2018,0.2275,0.237,0.2231,0.2321,0.2321,20275409
11/20/2018,0.2322,0.2462,0.2315,0.2406,0.2406,25292860
11/21/2018,0.2409,0.2444,0.2292,0.2318,0.2318,24827598
11/22/2018,0.2321,0.2417,0.2317,0.2385,0.2385,20858762
11/23/2018,0.2385,0.2503,0.2357,0.24,0.24,30606231
11/24/2018,0.24,0.2443,0.2312,0.241,0.241,24064579
11/25/2018,0.241,0.2531,0.2394,0.2488,0.2488,22171520
11/26/2018,0.2489,0.2492,0.2412,0.245,0.245,11230763
11/27/2018,0.2445,0.2497,0.2403,0.247,0.247,25793046
11/28/2018,0.247,0.2806,0.2467,0.2795,0.2795,63810022
11/29/2018,0.2796,0.2797,0.2128,0.2353,0.2353,73288773
11/30/2018,0.2356,0.2468,0.22,0.2356,0.2356,35749407
12/1/2018,0.2369,0.2511,0.2259,0.2473,0.2473,31411210
12/2/2018,0.2473,0.2494,0.2403,0.2441,0.2441,17678347
12/3/2018,0.2441,0.2586,0.2354,0.2449,0.2449,28536941
12/4/2018,0.2449,0.2486,0.2354,0.2462,0.2462,21652453
12/5/2018,0.2462,0.2469,0.2305,0.2337,0.2337,29479195
12/6/2018,0.2337,0.234,0.2099,0.2182,0.2182,46216356
12/7/2018,0.2182,0.2197,0.2009,0.2035,0.2035,43961313
12/8/2018,0.2037,0.253,0.2005,0.2337,0.2337,90113337
12/9/2018,0.2337,0.2446,0.2295,0.2353,0.2353,39097628
12/10/2018,0.2353,0.2366,0.2223,0.2271,0.2271,27890523
12/11/2018,0.2271,0.247,0.227,0.2451,0.2451,29876877
12/12/2018,0.2451,0.4369,0.2442,0.3555,0.3555,161843160
12/13/2018,0.3555,0.5006,0.3388,0.4584,0.4584,377803204
12/14/2018,0.4582,0.8809,0.4527,0.8507,0.8507,728341477
12/15/2018,0.8507,0.8523,0.6183,0.7377,0.7377,505913400
12/16/2018,0.7375,0.8122,0.7177,0.7397,0.7397,222751214
12/17/2018,0.7397,0.7524,0.7016,0.7114,0.7114,119074616
12/18/2018,0.7118,0.7912,0.6651,0.7558,0.7558,219544767
12/19/2018,0.7558,0.8402,0.7019,0.7344,0.7344,247300691
12/20/2018,0.7344,0.7426,0.6568,0.7144,0.7144,175104956
12/21/2018,0.7144,1.13,0.7128,1.12,1.12,791256236
12/22/2018,1.12,1.24,0.6203,1,1,899821406
12/23/2018,1,1.07,0.9263,1.01,1.01,228659274
12/24/2018,1.01,1.01,0.8253,0.9782,0.9782,205506213
12/25/2018,0.9782,1.02,0.9236,0.9805,0.9805,99675911
12/26/2018,0.9805,1.09,0.9712,1.07,1.07,133293079
12/27/2018,1.07,1.28,1.07,1.21,1.21,426150824
12/28/2018,1.21,1.31,1.1,1.26,1.26,346845252
12/29/2018,1.26,1.97,1.25,1.93,1.93,1092825146
12/30/2018,1.93,2.44,1.77,1.86,1.86,1565228735
12/31/2018,1.86,2.09,1.61,1.98,1.98,514273018
1/1/2019,1.98,2.09,1.81,2.05,2.05,232757444
1/2/2019,2.05,2.21,1.89,2.19,2.19,418605330
1/3/2019,2.19,2.85,2.15,2.73,2.73,986250815
1/4/2019,2.73,3.29,2.58,2.73,2.73,1299128128
1/5/2019,2.73,3.05,2.24,2.51,2.51,1002020058
1/6/2019,2.51,2.85,2.46,2.65,2.65,398736590
1/7/2019,2.65,2.82,2.58,2.78,2.78,272359641
1/8/2019,2.78,2.78,1.93,2.41,2.41,535353427
1/9/2019,2.41,2.5,1.92,2.06,2.06,480316287
1/10/2019,2.06,2.13,1.63,1.95,1.95,761397002
1/11/2019,1.95,2.24,1.56,1.93,1.93,1018947968
1/12/2019,1.93,2.16,1.81,2.02,2.02,429715482
1/13/2019,2.02,2.1,1.96,2,2,194844832
1/14/2019,2,2,1.76,1.83,1.83,185909079
1/15/2019,1.83,1.88,1.63,1.66,1.66,178452052
1/16/2019,1.66,1.68,0.8696,1.15,1.15,970771226
1/17/2019,1.15,1.38,0.8747,1.31,1.31,929665358
1/18/2019,1.31,1.73,1.23,1.57,1.57,877858800
1/19/2019,1.57,1.68,1.47,1.54,1.54,401871655
1/20/2019,1.54,1.63,1.48,1.57,1.57,249160785
1/21/2019,1.57,1.57,1.31,1.37,1.37,345641735
1/22/2019,1.37,1.42,1.14,1.34,1.34,392473700
1/23/2019,1.34,1.44,1.18,1.34,1.34,421893589
1/24/2019,1.34,1.42,1.29,1.36,1.36,245746147
1/25/2019,1.36,1.38,1.28,1.3,1.3,137374141
1/26/2019,1.3,1.32,1.11,1.21,1.21,249741656
1/27/2019,1.21,1.24,1.18,1.22,1.22,107159051
1/28/2019,1.22,1.39,1.22,1.36,1.36,160930675
1/29/2019,1.36,1.37,1.25,1.27,1.27,130238546
1/30/2019,1.27,1.27,1.09,1.11,1.11,216780181
1/31/2019,1.11,1.15,1.02,1.14,1.14,155671720
2/1/2019,1.14,1.14,0.8958,0.9503,0.9503,243922158
2/2/2019,0.9503,0.961,0.6586,0.8989,0.8989,516429237
2/3/2019,0.8989,1.02,0.7792,0.9595,0.9595,257361990
2/4/2019,0.9595,0.9678,0.7793,0.8166,0.8166,188852901
2/5/2019,0.8166,0.835,0.6392,0.6805,0.6805,286445005
2/6/2019,0.6805,0.7785,0.5722,0.7619,0.7619,343075949
2/7/2019,0.7619,0.8132,0.6959,0.7157,0.7157,167590807
2/8/2019,0.7157,0.7887,0.711,0.781,0.781,121529485
2/9/2019,0.781,0.928,0.7407,0.9201,0.9201,216317336
2/10/2019,0.9201,1.23,0.9058,1.03,1.03,581681815
2/11/2019,1.03,1.04,0.8925,0.9607,0.9607,270280545
2/12/2019,0.9607,1.08,0.9574,1.04,1.04,208832351
2/13/2019,1.04,1.05,0.965,0.9866,0.9866,116730650
2/14/2019,0.9866,1.15,0.9807,1.13,1.13,213096441
2/15/2019,1.13,1.14,1.07,1.11,1.11,177079070
2/16/2019,1.11,1.12,1.07,1.11,1.11,92551967
2/17/2019,1.11,1.2,1.1,1.18,1.18,140771185
2/18/2019,1.18,1.18,1.04,1.07,1.07,134960579
2/19/2019,1.07,1.13,1.07,1.11,1.11,60167206
2/20/2019,1.11,1.13,1.01,1.03,1.03,106414418
2/21/2019,1.03,1.04,0.9389,0.9512,0.9512,130894818
2/22/2019,0.9512,0.9999,0.8637,0.8904,0.8904,130321052
2/23/2019,0.8904,0.9829,0.8529,0.9402,0.9402,105300019
2/24/2019,0.9402,0.967,0.8709,0.9009,0.9009,63672682
2/25/2019,0.9009,0.9242,0.8787,0.9012,0.9012,42176648
2/26/2019,0.9014,0.9433,0.8756,0.9296,0.9296,59943198
2/27/2019,0.9296,0.9579,0.9177,0.9276,0.9276,48040025
2/28/2019,0.9276,0.9467,0.8817,0.8853,0.8853,48326696
3/1/2019,0.8857,0.9481,0.8754,0.9155,0.9155,53144795
3/2/2019,0.9155,0.9211,0.8869,0.8983,0.8983,30896737
3/3/2019,0.8983,0.9206,0.8914,0.8984,0.8984,40559528
3/4/2019,0.8984,1.03,0.8847,1,1,124105558
3/5/2019,1,1.09,0.9422,0.9427,0.9427,242874367
3/6/2019,0.9427,0.9791,0.889,0.9013,0.9013,139373840
3/7/2019,0.9013,0.913,0.7885,0.8535,0.8535,141658375
3/8/2019,0.8535,0.8716,0.7947,0.8053,0.8053,76018604
3/9/2019,0.8053,0.8415,0.7325,0.8236,0.8236,127177630
3/10/2019,0.8236,0.8412,0.7691,0.775,0.775,50954013
3/11/2019,0.775,0.8301,0.7501,0.8173,0.8173,62035424
3/12/2019,0.8173,0.8282,0.7653,0.7822,0.7822,49013833
3/13/2019,0.7822,0.7991,0.7605,0.7777,0.7777,36680378
3/14/2019,0.7777,0.7918,0.6556,0.6876,0.6876,74718642
3/15/2019,0.6876,0.7238,0.6293,0.6841,0.6841,91947096
3/16/2019,0.6841,0.7091,0.6597,0.6779,0.6779,58577029
3/17/2019,0.6779,0.6829,0.6148,0.6278,0.6278,47574680
3/18/2019,0.6278,0.6822,0.5386,0.65,0.65,123397502
3/19/2019,0.65,0.7249,0.6275,0.7203,0.7203,105733514
3/20/2019,0.7203,0.7203,0.6576,0.6996,0.6996,95865093
3/21/2019,0.6996,0.7085,0.6621,0.6786,0.6786,63760058
3/22/2019,0.6786,0.6902,0.622,0.6523,0.6523,54532400
3/23/2019,0.6523,0.6535,0.6139,0.6404,0.6404,43174298
3/24/2019,0.6404,0.6776,0.6279,0.629,0.629,39874599
3/25/2019,0.6291,0.6541,0.623,0.6341,0.6341,28270263
3/25/2019,0.6341,0.6377,0.5754,0.5874,0.5874,57143800
3/26/2019,0.5874,0.6018,0.5579,0.5703,0.5703,43752083
3/27/2019,0.5703,0.5886,0.5651,0.5733,0.5733,23514791
3/28/2019,0.5733,0.5745,0.4975,0.5031,0.5031,68842916
3/29/2019,0.5031,0.5257,0.4715,0.499,0.499,71841509
3/30/2019,0.4989,0.5219,0.4929,0.5003,0.5003,33649410
3/31/2019,0.5003,0.5078,0.4552,0.4787,0.4787,39051078
4/1/2019,0.4787,0.5034,0.4719,0.4937,0.4937,27904801
4/2/2019,0.4937,0.5531,0.4919,0.5473,0.5473,56654630
4/3/2019,0.5473,0.5523,0.4861,0.4903,0.4903,46939972
4/4/2019,0.4903,0.4975,0.475,0.4886,0.4886,33139253
4/5/2019,0.4886,0.4947,0.4592,0.4731,0.4731,25925305
4/6/2019,0.4731,0.4962,0.4713,0.4847,0.4847,23441856
4/7/2019,0.4847,0.5012,0.4841,0.4973,0.4973,16618055
4/8/2019,0.4973,0.5114,0.4749,0.4862,0.4862,29080366
4/9/2019,0.4862,0.4935,0.4778,0.4909,0.4909,14635880
4/10/2019,0.4909,0.5558,0.4858,0.5399,0.5399,38211367
4/11/2019,0.5401,0.6627,0.5029,0.6416,0.6416,149987432
4/12/2019,0.6416,0.7077,0.6132,0.6424,0.6424,156289744
4/13/2019,0.6424,0.6725,0.6217,0.6401,0.6401,59196723
4/14/2019,0.6401,0.696,0.6401,0.6935,0.6935,56571761
4/15/2019,0.6936,0.695,0.6349,0.6638,0.6638,50371103
4/16/2019,0.6638,0.6817,0.651,0.6548,0.6548,48476925
4/17/2019,0.6549,0.7288,0.653,0.7132,0.7132,77284009
4/18/2019,0.7132,0.7876,0.7047,0.7828,0.7828,81040019
4/19/2019,0.7828,0.9367,0.7828,0.9229,0.9229,243635236
4/20/2019,0.9229,0.9238,0.8061,0.8655,0.8655,166546639
4/21/2019,0.8655,0.9139,0.8394,0.862,0.862,93721726
4/22/2019,0.862,0.8848,0.8452,0.8736,0.8736,75109364
4/23/2019,0.8736,0.9643,0.868,0.9213,0.9213,180720058
4/24/2019,0.9213,0.9255,0.7689,0.795,0.795,226425836
4/25/2019,0.795,0.8487,0.7618,0.8463,0.8463,106487370
4/26/2019,0.8466,0.8617,0.8033,0.8057,0.8057,71168735
4/27/2019,0.8057,0.8887,0.8018,0.8616,0.8616,71185161
4/28/2019,0.8617,0.9078,0.8249,0.8682,0.8682,74077280
4/29/2019,0.8682,0.876,0.8189,0.8313,0.8313,51107833
4/30/2019,0.8313,0.8403,0.7823,0.834,0.834,61573990
5/1/2019,0.8343,0.8661,0.8239,0.8587,0.8587,49144551
5/2/2019,0.8587,0.8924,0.8398,0.8802,0.8802,77720401
5/3/2019,0.8802,0.9296,0.8573,0.8889,0.8889,97116439
5/4/2019,0.8889,0.928,0.8877,0.9004,0.9004,59868797
5/5/2019,0.9004,0.9152,0.8412,0.8629,0.8629,61974293
5/6/2019,0.8629,0.8648,0.7987,0.8266,0.8266,67281115
5/7/2019,0.8262,0.8454,0.7912,0.8065,0.8065,46387558
5/8/2019,0.8065,0.8171,0.7588,0.7957,0.7957,62533407
5/9/2019,0.7957,0.8038,0.7464,0.7485,0.7485,47806920
5/10/2019,0.7485,0.755,0.6487,0.678,0.678,147821637
5/11/2019,0.6781,0.7101,0.6291,0.6836,0.6836,72967398
5/12/2019,0.6836,0.7471,0.6646,0.7285,0.7285,55954925
5/13/2019,0.7285,0.7497,0.6888,0.7272,0.7272,75054864
5/14/2019,0.7272,0.7485,0.6819,0.6905,0.6905,49060141
5/15/2019,0.6905,0.7089,0.6595,0.708,0.708,42829140
5/16/2019,0.708,0.7113,0.651,0.6592,0.6592,37306943
5/19/2019,0.6762,0.6798,0.6684,0.6747,0.6747,2348358
